"precipitation","temp_mean","temp_highest","temp_lowest","PM10","PM2.5","humidity","sunshine_sum","sunshine_rate","wind_mean","wind_max","rental"
1.7,-1,4.7,-6,42,29,64.1,8.8,91.7,1.6,3.7,37286
1.7,2,7.2,-2.5,56,39,67.6,5.2,54.2,2,4.7,42486
0,4.5,8.5,-0.4,72,51,76.6,1.7,17.7,2.3,5.1,42218
1.8,2.6,6.1,-2,67,39,61.5,7.9,82.3,2.9,6.5,41102
1.7,-0.8,3.5,-4.7,30,16,51.9,9,93.8,2.1,4.7,28600
1.7,2.2,8,-2.1,58,31,65.8,8.2,85.4,1.8,3.9,37137
0,5.8,10,1.4,70,42,62.9,5.9,61.5,1.8,2.8,37103
1.3,6.7,11.4,4.2,66,44,72.1,8,83.3,1.4,3.1,46912
0.2,0.1,4.3,-6.2,69,46,70.8,0,0,2.9,6.1,35747
1.8,-10.9,-6.2,-12.9,39,15,55.5,8.3,86.5,4.1,6.2,22488
0,-8.9,-5,-12.9,28,12,53.9,6,62.5,2.4,4.2,24535
